"Position";"Team";"Points";"Games";"Victories";"Ties";"Losses";"Goals scored";"Goals conceded";"Goal difference";"Performance";"Year";"Round";"Champion";"Champ";"N_round";"First_place";"TP";"TN"
"7";"São Paulo";"21";"12";"6";"3";"3";"17";"11";"6";"58.3";2015;12;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"19";"12";"6";"1";"5";"15";"14";"1";"52.8";2015;12;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"19";"12";"6";"1";"5";"10";"10";"0";"52.8";2015;12;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"17";"12";"4";"5";"3";"15";"14";"1";"47.2";2015;12;"Corinthians";0;38;0;0;0
"11";"Figueirense";"15";"12";"4";"3";"5";"12";"15";"-3";"41.7";2015;12;"Corinthians";0;38;0;0;0
"12";"Cruzeiro";"13";"12";"4";"1";"7";"11";"11";"0";"36.1";2015;12;"Corinthians";0;38;0;0;0
"13";"Flamengo";"13";"12";"4";"1";"7";"12";"16";"-4";"36.1";2015;12;"Corinthians";0;38;0;0;0
"14";"Goiás";"13";"12";"3";"4";"5";"11";"11";"0";"36.1";2015;12;"Corinthians";0;38;0;0;0
"15";"Avaí";"13";"12";"3";"4";"5";"12";"18";"-6";"36.1";2015;12;"Corinthians";0;38;0;0;0
"16";"Internacional";"13";"12";"3";"4";"5";"9";"15";"-6";"36.1";2015;12;"Corinthians";0;38;0;0;0
"17";"Santos";"10";"12";"2";"4";"6";"14";"21";"-7";"27.8";2015;12;"Corinthians";0;38;0;0;0
"18";"Coritiba";"9";"12";"2";"3";"7";"7";"14";"-7";"25.0";2015;12;"Corinthians";0;38;0;0;0
"19";"Vasco";"9";"12";"2";"3";"7";"5";"19";"-14";"25.0";2015;12;"Corinthians";0;38;0;0;0
"20";"Joinville";"8";"12";"2";"2";"8";"6";"14";"-8";"22.2";2015;12;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"29";"13";"9";"2";"2";"28";"12";"16";"74.4";2015;13;"Corinthians";0;38;1;0;0
"2";"Fluminense";"27";"13";"8";"3";"2";"17";"11";"6";"69.2";2015;13;"Corinthians";0;38;0;0;0
"3";"Corinthians";"26";"13";"8";"2";"3";"15";"8";"7";"66.7";2015;13;"Corinthians";1;38;0;0;0
"4";"Grêmio";"26";"13";"8";"2";"3";"19";"13";"6";"66.7";2015;13;"Corinthians";0;38;0;0;0
"5";"São Paulo";"24";"13";"7";"3";"3";"20";"12";"8";"61.5";2015;13;"Corinthians";0;38;0;0;0
"6";"Sport";"24";"13";"6";"6";"1";"23";"14";"9";"61.5";2015;13;"Corinthians";0;38;0;0;0
"7";"Palmeiras";"22";"13";"6";"4";"3";"21";"10";"11";"56.4";2015;13;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"19";"13";"6";"1";"6";"16";"16";"0";"48.7";2015;13;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"19";"13";"6";"1";"6";"11";"12";"-1";"48.7";2015;13;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"17";"13";"4";"5";"4";"15";"16";"-1";"43.6";2015;13;"Corinthians";0;38;0;0;0
"11";"Cruzeiro";"16";"13";"5";"1";"7";"12";"11";"1";"41.0";2015;13;"Corinthians";0;38;0;0;0
"12";"Internacional";"16";"13";"4";"4";"5";"11";"15";"-4";"41.0";2015;13;"Corinthians";0;38;0;0;0
"13";"Avaí";"16";"13";"4";"4";"5";"14";"19";"-5";"41.0";2015;13;"Corinthians";0;38;0;0;0
"14";"Figueirense";"15";"13";"4";"3";"6";"12";"18";"-6";"38.5";2015;13;"Corinthians";0;38;0;0;0
"15";"Flamengo";"13";"13";"4";"1";"8";"12";"19";"-7";"33.3";2015;13;"Corinthians";0;38;0;0;0
"16";"Goiás";"13";"13";"3";"4";"6";"11";"12";"-1";"33.3";2015;13;"Corinthians";0;38;0;0;0
"17";"Santos";"13";"13";"3";"4";"6";"17";"21";"-4";"33.3";2015;13;"Corinthians";0;38;0;0;0
"18";"Coritiba";"9";"13";"2";"3";"8";"8";"17";"-9";"23.1";2015;13;"Corinthians";0;38;0;0;0
"19";"Vasco";"9";"13";"2";"3";"8";"5";"21";"-16";"23.1";2015;13;"Corinthians";0;38;0;0;0
"20";"Joinville";"8";"13";"2";"2";"9";"6";"16";"-10";"20.5";2015;13;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"29";"14";"9";"2";"3";"28";"13";"15";"69.0";2015;14;"Corinthians";0;38;1;0;0
"2";"Corinthians";"29";"14";"9";"2";"3";"16";"8";"8";"69.0";2015;14;"Corinthians";1;38;0;0;0
"3";"Fluminense";"27";"14";"8";"3";"3";"18";"13";"5";"64.3";2015;14;"Corinthians";0;38;0;0;0
"4";"Sport";"27";"14";"7";"6";"1";"25";"14";"11";"64.3";2015;14;"Corinthians";0;38;0;0;0
"5";"Grêmio";"26";"14";"8";"2";"4";"19";"14";"5";"61.9";2015;14;"Corinthians";0;38;0;0;0
"6";"Palmeiras";"25";"14";"7";"4";"3";"22";"10";"12";"59.5";2015;14;"Corinthians";0;38;0;0;0
"7";"São Paulo";"24";"14";"7";"3";"4";"20";"14";"6";"57.1";2015;14;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"22";"14";"7";"1";"6";"17";"16";"1";"52.4";2015;14;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"19";"14";"6";"1";"7";"11";"13";"-2";"45.2";2015;14;"Corinthians";0;38;0;0;0
"10";"Internacional";"19";"14";"5";"4";"5";"13";"16";"-3";"45.2";2015;14;"Corinthians";0;38;0;0;0
"11";"Ponte Preta";"18";"14";"4";"6";"4";"16";"17";"-1";"42.9";2015;14;"Corinthians";0;38;0;0;0
"12";"Cruzeiro";"17";"14";"5";"2";"7";"13";"12";"1";"40.5";2015;14;"Corinthians";0;38;0;0;0
"13";"Avaí";"17";"14";"4";"5";"5";"15";"20";"-5";"40.5";2015;14;"Corinthians";0;38;0;0;0
"14";"Flamengo";"16";"14";"5";"1";"8";"13";"19";"-6";"38.1";2015;14;"Corinthians";0;38;0;0;0
"15";"Figueirense";"16";"14";"4";"4";"6";"12";"18";"-6";"38.1";2015;14;"Corinthians";0;38;0;0;0
"16";"Goiás";"13";"14";"3";"4";"7";"12";"14";"-2";"31.0";2015;14;"Corinthians";0;38;0;0;0
"17";"Santos";"13";"14";"3";"4";"7";"17";"22";"-5";"31.0";2015;14;"Corinthians";0;38;0;0;0
"18";"Vasco";"12";"14";"3";"3";"8";"7";"22";"-15";"28.6";2015;14;"Corinthians";0;38;0;0;0
"19";"Coritiba";"10";"14";"2";"4";"8";"8";"17";"-9";"23.8";2015;14;"Corinthians";0;38;0;0;0
"20";"Joinville";"9";"14";"2";"3";"9";"7";"17";"-10";"21.4";2015;14;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"32";"15";"10";"2";"3";"29";"13";"16";"71.1";2015;15;"Corinthians";0;38;1;0;0
"2";"Corinthians";"30";"15";"9";"3";"3";"17";"9";"8";"66.7";2015;15;"Corinthians";1;38;0;0;0
"3";"Palmeiras";"28";"15";"8";"4";"3";"26";"11";"15";"62.2";2015;15;"Corinthians";0;38;0;0;0
"4";"Sport";"28";"15";"7";"7";"1";"26";"15";"11";"62.2";2015;15;"Corinthians";0;38;0;0;0
"5";"São Paulo";"27";"15";"8";"3";"4";"21";"14";"7";"60.0";2015;15;"Corinthians";0;38;0;0;0
"6";"Grêmio";"27";"15";"8";"3";"4";"20";"15";"5";"60.0";2015;15;"Corinthians";0;38;0;0;0
"7";"Fluminense";"27";"15";"8";"3";"4";"19";"15";"4";"60.0";2015;15;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"25";"15";"8";"1";"6";"19";"17";"2";"55.6";2015;15;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"22";"15";"7";"1";"7";"13";"14";"-1";"48.9";2015;15;"Corinthians";0;38;0;0;0
"10";"Internacional";"20";"15";"5";"5";"5";"13";"16";"-3";"44.4";2015;15;"Corinthians";0;38;0;0;0
"11";"Flamengo";"19";"15";"6";"1";"8";"14";"19";"-5";"42.2";2015;15;"Corinthians";0;38;0;0;0
"12";"Ponte Preta";"19";"15";"4";"7";"4";"16";"17";"-1";"42.2";2015;15;"Corinthians";0;38;0;0;0
"13";"Cruzeiro";"17";"15";"5";"2";"8";"13";"13";"0";"37.8";2015;15;"Corinthians";0;38;0;0;0
"14";"Avaí";"17";"15";"4";"5";"6";"16";"22";"-6";"37.8";2015;15;"Corinthians";0;38;0;0;0
"15";"Santos";"16";"15";"4";"4";"7";"19";"22";"-3";"35.6";2015;15;"Corinthians";0;38;0;0;0
"16";"Figueirense";"16";"15";"4";"4";"7";"12";"19";"-7";"35.6";2015;15;"Corinthians";0;38;0;0;0
"17";"Goiás";"13";"15";"3";"4";"8";"12";"15";"-3";"28.9";2015;15;"Corinthians";0;38;0;0;0
"18";"Vasco";"12";"15";"3";"3";"9";"8";"26";"-18";"26.7";2015;15;"Corinthians";0;38;0;0;0
"19";"Coritiba";"11";"15";"2";"5";"8";"9";"18";"-9";"24.4";2015;15;"Corinthians";0;38;0;0;0
"20";"Joinville";"9";"15";"2";"3";"10";"7";"19";"-12";"20.0";2015;15;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"35";"16";"11";"2";"3";"32";"14";"18";"72.9";2015;16;"Corinthians";0;38;1;0;0
"2";"Corinthians";"33";"16";"10";"3";"3";"20";"9";"11";"68.8";2015;16;"Corinthians";1;38;0;0;0
"3";"Fluminense";"30";"16";"9";"3";"4";"20";"15";"5";"62.5";2015;16;"Corinthians";0;38;0;0;0
"4";"Sport";"29";"16";"7";"8";"1";"26";"15";"11";"60.4";2015;16;"Corinthians";0;38;0;0;0
"5";"Athletico-PR";"28";"16";"9";"1";"6";"20";"17";"3";"58.3";2015;16;"Corinthians";0;38;0;0;0
"6";"Palmeiras";"28";"16";"8";"4";"4";"26";"12";"14";"58.3";2015;16;"Corinthians";0;38;0;0;0
"7";"São Paulo";"27";"16";"8";"3";"5";"22";"17";"5";"56.2";2015;16;"Corinthians";0;38;0;0;0
"8";"Grêmio";"27";"16";"8";"3";"5";"20";"16";"4";"56.2";2015;16;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"23";"16";"7";"2";"7";"13";"14";"-1";"47.9";2015;16;"Corinthians";0;38;0;0;0
"10";"Internacional";"21";"16";"5";"6";"5";"13";"16";"-3";"43.8";2015;16;"Corinthians";0;38;0;0;0
"11";"Flamengo";"20";"16";"6";"2";"8";"16";"21";"-5";"41.7";2015;16;"Corinthians";0;38;0;0;0
"12";"Figueirense";"19";"16";"5";"4";"7";"15";"20";"-5";"39.6";2015;16;"Corinthians";0;38;0;0;0
"13";"Ponte Preta";"19";"16";"4";"7";"5";"17";"20";"-3";"39.6";2015;16;"Corinthians";0;38;0;0;0
"14";"Cruzeiro";"18";"16";"5";"3";"8";"13";"13";"0";"37.5";2015;16;"Corinthians";0;38;0;0;0
"15";"Santos";"17";"16";"4";"5";"7";"21";"24";"-3";"35.4";2015;16;"Corinthians";0;38;0;0;0
"16";"Avaí";"17";"16";"4";"5";"7";"16";"24";"-8";"35.4";2015;16;"Corinthians";0;38;0;0;0
"17";"Goiás";"14";"16";"3";"5";"8";"13";"16";"-3";"29.2";2015;16;"Corinthians";0;38;0;0;0
"18";"Joinville";"12";"16";"3";"3";"10";"9";"19";"-10";"25.0";2015;16;"Corinthians";0;38;0;0;0
"19";"Vasco";"12";"16";"3";"3";"10";"8";"29";"-21";"25.0";2015;16;"Corinthians";0;38;0;0;0
"20";"Coritiba";"12";"16";"2";"6";"8";"10";"19";"-9";"25.0";2015;16;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"36";"17";"11";"3";"3";"32";"14";"18";"70.6";2015;17;"Corinthians";0;38;1;0;0
"2";"Corinthians";"34";"17";"10";"4";"3";"21";"10";"11";"66.7";2015;17;"Corinthians";1;38;0;0;0
"3";"Grêmio";"30";"17";"9";"3";"5";"25";"16";"9";"58.8";2015;17;"Corinthians";0;38;0;0;0
"4";"Fluminense";"30";"17";"9";"3";"5";"20";"16";"4";"58.8";2015;17;"Corinthians";0;38;0;0;0
"5";"Sport";"30";"17";"7";"9";"1";"27";"16";"11";"58.8";2015;17;"Corinthians";0;38;0;0;0
"6";"Athletico-PR";"29";"17";"9";"2";"6";"21";"18";"3";"56.9";2015;17;"Corinthians";0;38;0;0;0
"7";"Palmeiras";"28";"17";"8";"4";"5";"27";"14";"13";"54.9";2015;17;"Corinthians";0;38;0;0;0
"8";"São Paulo";"28";"17";"8";"4";"5";"23";"18";"5";"54.9";2015;17;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"24";"17";"7";"3";"7";"15";"16";"-1";"47.1";2015;17;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"22";"17";"5";"7";"5";"18";"20";"-2";"43.1";2015;17;"Corinthians";0;38;0;0;0
"11";"Cruzeiro";"21";"17";"6";"3";"8";"15";"14";"1";"41.2";2015;17;"Corinthians";0;38;0;0;0
"12";"Internacional";"21";"17";"5";"6";"6";"13";"21";"-8";"41.2";2015;17;"Corinthians";0;38;0;0;0
"13";"Flamengo";"20";"17";"6";"2";"9";"16";"22";"-6";"39.2";2015;17;"Corinthians";0;38;0;0;0
"14";"Santos";"20";"17";"5";"5";"7";"24";"24";"0";"39.2";2015;17;"Corinthians";0;38;0;0;0
"15";"Figueirense";"20";"17";"5";"5";"7";"17";"22";"-5";"39.2";2015;17;"Corinthians";0;38;0;0;0
"16";"Avaí";"20";"17";"5";"5";"7";"17";"24";"-7";"39.2";2015;17;"Corinthians";0;38;0;0;0
"17";"Goiás";"15";"17";"3";"6";"8";"13";"16";"-3";"29.4";2015;17;"Corinthians";0;38;0;0;0
"18";"Joinville";"13";"17";"3";"4";"10";"9";"19";"-10";"25.5";2015;17;"Corinthians";0;38;0;0;0
"19";"Vasco";"13";"17";"3";"4";"10";"8";"29";"-21";"25.5";2015;17;"Corinthians";0;38;0;0;0
"20";"Coritiba";"12";"17";"2";"6";"9";"10";"22";"-12";"23.5";2015;17;"Corinthians";0;38;0;0;0
"1";"Corinthians";"37";"18";"11";"4";"3";"25";"13";"12";"68.5";2015;18;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"36";"18";"11";"3";"4";"32";"16";"16";"66.7";2015;18;"Corinthians";0;38;0;0;0
"3";"Grêmio";"33";"18";"10";"3";"5";"27";"16";"11";"61.1";2015;18;"Corinthians";0;38;0;0;0
"4";"São Paulo";"31";"18";"9";"4";"5";"25";"18";"7";"57.4";2015;18;"Corinthians";0;38;0;0;0
"5";"Fluminense";"30";"18";"9";"3";"6";"20";"17";"3";"55.6";2015;18;"Corinthians";0;38;0;0;0
"6";"Sport";"30";"18";"7";"9";"2";"30";"20";"10";"55.6";2015;18;"Corinthians";0;38;0;0;0
"7";"Athletico-PR";"29";"18";"9";"2";"7";"23";"21";"2";"53.7";2015;18;"Corinthians";0;38;0;0;0
"8";"Palmeiras";"28";"18";"8";"4";"6";"28";"16";"12";"51.9";2015;18;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"25";"18";"7";"4";"7";"15";"16";"-1";"46.3";2015;18;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"25";"18";"6";"7";"5";"20";"20";"0";"46.3";2015;18;"Corinthians";0;38;0;0;0
"11";"Internacional";"24";"18";"6";"6";"6";"14";"21";"-7";"44.4";2015;18;"Corinthians";0;38;0;0;0
"12";"Flamengo";"23";"18";"7";"2";"9";"19";"24";"-5";"42.6";2015;18;"Corinthians";0;38;0;0;0
"13";"Santos";"23";"18";"6";"5";"7";"25";"24";"1";"42.6";2015;18;"Corinthians";0;38;0;0;0
"14";"Cruzeiro";"21";"18";"6";"3";"9";"15";"17";"-2";"38.9";2015;18;"Corinthians";0;38;0;0;0
"15";"Figueirense";"20";"18";"5";"5";"8";"17";"24";"-7";"37.0";2015;18;"Corinthians";0;38;0;0;0
"16";"Avaí";"20";"18";"5";"5";"8";"17";"26";"-9";"37.0";2015;18;"Corinthians";0;38;0;0;0
"17";"Joinville";"16";"18";"4";"4";"10";"12";"19";"-7";"29.6";2015;18;"Corinthians";0;38;0;0;0
"18";"Goiás";"16";"18";"3";"7";"8";"13";"16";"-3";"29.6";2015;18;"Corinthians";0;38;0;0;0
"19";"Coritiba";"15";"18";"3";"6";"9";"12";"23";"-11";"27.8";2015;18;"Corinthians";0;38;0;0;0
"20";"Vasco";"13";"18";"3";"4";"11";"8";"30";"-22";"24.1";2015;18;"Corinthians";0;38;0;0;0
"1";"Corinthians";"40";"19";"12";"4";"3";"27";"14";"13";"70.2";2015;19;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"36";"19";"11";"3";"5";"33";"18";"15";"63.2";2015;19;"Corinthians";0;38;0;0;0
"3";"Grêmio";"36";"19";"11";"3";"5";"29";"17";"12";"63.2";2015;19;"Corinthians";0;38;0;0;0
"4";"Fluminense";"33";"19";"10";"3";"6";"22";"18";"4";"57.9";2015;19;"Corinthians";0;38;0;0;0
"5";"Palmeiras";"31";"19";"9";"4";"6";"32";"18";"14";"54.4";2015;19;"Corinthians";0;38;0;0;0
"6";"São Paulo";"31";"19";"9";"4";"6";"25";"21";"4";"54.4";2015;19;"Corinthians";0;38;0;0;0
"7";"Sport";"31";"19";"7";"10";"2";"31";"21";"10";"54.4";2015;19;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"30";"19";"9";"3";"7";"23";"21";"2";"52.6";2015;19;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"28";"19";"8";"4";"7";"17";"17";"0";"49.1";2015;19;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"26";"19";"6";"8";"5";"21";"21";"0";"45.6";2015;19;"Corinthians";0;38;0;0;0
"11";"Internacional";"25";"19";"6";"7";"6";"14";"21";"-7";"43.9";2015;19;"Corinthians";0;38;0;0;0
"12";"Santos";"24";"19";"6";"6";"7";"25";"24";"1";"42.1";2015;19;"Corinthians";0;38;0;0;0
"13";"Flamengo";"23";"19";"7";"2";"10";"21";"28";"-7";"40.4";2015;19;"Corinthians";0;38;0;0;0
"14";"Cruzeiro";"22";"19";"6";"4";"9";"15";"17";"-2";"38.6";2015;19;"Corinthians";0;38;0;0;0
"15";"Figueirense";"20";"19";"5";"5";"9";"18";"26";"-8";"35.1";2015;19;"Corinthians";0;38;0;0;0
"16";"Avaí";"20";"19";"5";"5";"9";"18";"28";"-10";"35.1";2015;19;"Corinthians";0;38;0;0;0
"17";"Goiás";"19";"19";"4";"7";"8";"16";"16";"0";"33.3";2015;19;"Corinthians";0;38;0;0;0
"18";"Coritiba";"18";"19";"4";"6";"9";"13";"23";"-10";"31.6";2015;19;"Corinthians";0;38;0;0;0
"19";"Joinville";"16";"19";"4";"4";"11";"13";"21";"-8";"28.1";2015;19;"Corinthians";0;38;0;0;0
"20";"Vasco";"13";"19";"3";"4";"12";"8";"31";"-23";"22.8";2015;19;"Corinthians";0;38;0;0;0
"1";"Corinthians";"43";"20";"13";"4";"3";"30";"14";"16";"71.7";2015;20;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"39";"20";"12";"3";"5";"35";"19";"16";"65.0";2015;20;"Corinthians";0;38;0;0;0
"3";"Grêmio";"37";"20";"11";"4";"5";"29";"17";"12";"61.7";2015;20;"Corinthians";0;38;0;0;0
"4";"Fluminense";"33";"20";"10";"3";"7";"23";"20";"3";"55.0";2015;20;"Corinthians";0;38;0;0;0
"5";"Palmeiras";"31";"20";"9";"4";"7";"33";"20";"13";"51.7";2015;20;"Corinthians";0;38;0;0;0
"6";"São Paulo";"31";"20";"9";"4";"7";"26";"23";"3";"51.7";2015;20;"Corinthians";0;38;0;0;0
"7";"Sport";"31";"20";"7";"10";"3";"32";"23";"9";"51.7";2015;20;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"30";"20";"9";"3";"8";"23";"23";"0";"50.0";2015;20;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"28";"20";"8";"4";"8";"17";"18";"-1";"46.7";2015;20;"Corinthians";0;38;0;0;0
"10";"Internacional";"28";"20";"7";"7";"6";"16";"21";"-5";"46.7";2015;20;"Corinthians";0;38;0;0;0
"11";"Santos";"27";"20";"7";"6";"7";"30";"26";"4";"45.0";2015;20;"Corinthians";0;38;0;0;0
"12";"Ponte Preta";"27";"20";"6";"9";"5";"21";"21";"0";"45.0";2015;20;"Corinthians";0;38;0;0;0
"13";"Flamengo";"26";"20";"8";"2";"10";"23";"29";"-6";"43.3";2015;20;"Corinthians";0;38;0;0;0
"14";"Figueirense";"23";"20";"6";"5";"9";"20";"27";"-7";"38.3";2015;20;"Corinthians";0;38;0;0;0
"15";"Cruzeiro";"22";"20";"6";"4";"10";"15";"20";"-5";"36.7";2015;20;"Corinthians";0;38;0;0;0
"16";"Goiás";"22";"20";"5";"7";"8";"19";"16";"3";"36.7";2015;20;"Corinthians";0;38;0;0;0
"17";"Coritiba";"21";"20";"5";"6";"9";"14";"23";"-9";"35.0";2015;20;"Corinthians";0;38;0;0;0
"18";"Avaí";"20";"20";"5";"5";"10";"20";"33";"-13";"33.3";2015;20;"Corinthians";0;38;0;0;0
"19";"Joinville";"19";"20";"5";"4";"11";"15";"22";"-7";"31.7";2015;20;"Corinthians";0;38;0;0;0
"20";"Vasco";"13";"20";"3";"4";"13";"8";"34";"-26";"21.7";2015;20;"Corinthians";0;38;0;0;0
"1";"Corinthians";"46";"21";"14";"4";"3";"33";"15";"18";"73.0";2015;21;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"42";"21";"13";"3";"5";"37";"20";"17";"66.7";2015;21;"Corinthians";0;38;0;0;0
"3";"Grêmio";"38";"21";"11";"5";"5";"29";"17";"12";"60.3";2015;21;"Corinthians";0;38;0;0;0
"4";"Palmeiras";"34";"21";"10";"4";"7";"36";"22";"14";"54.0";2015;21;"Corinthians";0;38;0;0;0
"5";"São Paulo";"34";"21";"10";"4";"7";"29";"23";"6";"54.0";2015;21;"Corinthians";0;38;0;0;0
"6";"Athletico-PR";"33";"21";"10";"3";"8";"26";"23";"3";"52.4";2015;21;"Corinthians";0;38;0;0;0
"7";"Fluminense";"33";"21";"10";"3";"8";"24";"22";"2";"52.4";2015;21;"Corinthians";0;38;0;0;0
"8";"Sport";"31";"21";"7";"10";"4";"32";"24";"8";"49.2";2015;21;"Corinthians";0;38;0;0;0
"9";"Santos";"30";"21";"8";"6";"7";"31";"26";"5";"47.6";2015;21;"Corinthians";0;38;0;0;0
"10";"Flamengo";"29";"21";"9";"2";"10";"24";"29";"-5";"46.0";2015;21;"Corinthians";0;38;0;0;0
"11";"Chapecoense";"28";"21";"8";"4";"9";"18";"21";"-3";"44.4";2015;21;"Corinthians";0;38;0;0;0
"12";"Internacional";"28";"21";"7";"7";"7";"16";"24";"-8";"44.4";2015;21;"Corinthians";0;38;0;0;0
"13";"Ponte Preta";"27";"21";"6";"9";"6";"21";"24";"-3";"42.9";2015;21;"Corinthians";0;38;0;0;0
"14";"Figueirense";"26";"21";"7";"5";"9";"21";"27";"-6";"41.3";2015;21;"Corinthians";0;38;0;0;0
"15";"Avaí";"23";"21";"6";"5";"10";"23";"33";"-10";"36.5";2015;21;"Corinthians";0;38;0;0;0
"16";"Cruzeiro";"22";"21";"6";"4";"11";"15";"21";"-6";"34.9";2015;21;"Corinthians";0;38;0;0;0
"17";"Goiás";"22";"21";"5";"7";"9";"19";"19";"0";"34.9";2015;21;"Corinthians";0;38;0;0;0
"18";"Coritiba";"22";"21";"5";"7";"9";"14";"23";"-9";"34.9";2015;21;"Corinthians";0;38;0;0;0
"19";"Joinville";"19";"21";"5";"4";"12";"17";"25";"-8";"30.2";2015;21;"Corinthians";0;38;0;0;0
"20";"Vasco";"13";"21";"3";"4";"14";"8";"35";"-27";"20.6";2015;21;"Corinthians";0;38;0;0;0
"1";"Corinthians";"49";"22";"15";"4";"3";"35";"15";"20";"74.2";2015;22;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"42";"22";"13";"3";"6";"37";"21";"16";"63.6";2015;22;"Corinthians";0;38;0;0;0
"3";"Grêmio";"41";"22";"12";"5";"5";"31";"17";"14";"62.1";2015;22;"Corinthians";0;38;0;0;0
"4";"Athletico-PR";"36";"22";"11";"3";"8";"27";"23";"4";"54.5";2015;22;"Corinthians";0;38;0;0;0
"5";"São Paulo";"35";"22";"10";"5";"7";"29";"23";"6";"53.0";2015;22;"Corinthians";0;38;0;0;0
"6";"Palmeiras";"34";"22";"10";"4";"8";"36";"23";"13";"51.5";2015;22;"Corinthians";0;38;0;0;0
"7";"Fluminense";"33";"22";"10";"3";"9";"24";"24";"0";"50.0";2015;22;"Corinthians";0;38;0;0;0
"8";"Santos";"33";"22";"9";"6";"7";"34";"27";"7";"50.0";2015;22;"Corinthians";0;38;0;0;0
"9";"Flamengo";"32";"22";"10";"2";"10";"27";"29";"-2";"48.5";2015;22;"Corinthians";0;38;0;0;0
"10";"Sport";"32";"22";"7";"11";"4";"32";"24";"8";"48.5";2015;22;"Corinthians";0;38;0;0;0
"11";"Internacional";"31";"22";"8";"7";"7";"22";"24";"-2";"47.0";2015;22;"Corinthians";0;38;0;0;0
"12";"Chapecoense";"28";"22";"8";"4";"10";"19";"24";"-5";"42.4";2015;22;"Corinthians";0;38;0;0;0
"13";"Ponte Preta";"27";"22";"6";"9";"7";"22";"26";"-4";"40.9";2015;22;"Corinthians";0;38;0;0;0
"14";"Figueirense";"26";"22";"7";"5";"10";"21";"29";"-8";"39.4";2015;22;"Corinthians";0;38;0;0;0
"15";"Cruzeiro";"25";"22";"7";"4";"11";"17";"22";"-5";"37.9";2015;22;"Corinthians";0;38;0;0;0
"16";"Goiás";"25";"22";"6";"7";"9";"20";"19";"1";"37.9";2015;22;"Corinthians";0;38;0;0;0
"17";"Avaí";"23";"22";"6";"5";"11";"23";"36";"-13";"34.8";2015;22;"Corinthians";0;38;0;0;0
"18";"Coritiba";"23";"22";"5";"8";"9";"14";"23";"-9";"34.8";2015;22;"Corinthians";0;38;0;0;0
"19";"Joinville";"20";"22";"5";"5";"12";"17";"25";"-8";"30.3";2015;22;"Corinthians";0;38;0;0;0
"20";"Vasco";"13";"22";"3";"4";"15";"8";"41";"-33";"19.7";2015;22;"Corinthians";0;38;0;0;0
"1";"Corinthians";"50";"23";"15";"5";"3";"38";"18";"20";"72.5";2015;23;"Corinthians";1;38;1;1;1
"2";"Atlético-MG";"45";"23";"14";"3";"6";"39";"22";"17";"65.2";2015;23;"Corinthians";0;38;0;0;0
"3";"Grêmio";"44";"23";"13";"5";"5";"33";"18";"15";"63.8";2015;23;"Corinthians";0;38;0;0;0
"4";"São Paulo";"38";"23";"11";"5";"7";"31";"23";"8";"55.1";2015;23;"Corinthians";0;38;0;0;0
"5";"Athletico-PR";"37";"23";"11";"4";"8";"27";"23";"4";"53.6";2015;23;"Corinthians";0;38;0;0;0
"6";"Flamengo";"35";"23";"11";"2";"10";"30";"30";"0";"50.7";2015;23;"Corinthians";0;38;0;0;0
"7";"Palmeiras";"35";"23";"10";"5";"8";"39";"26";"13";"50.7";2015;23;"Corinthians";0;38;0;0;0
"8";"Santos";"34";"23";"9";"7";"7";"35";"28";"7";"49.3";2015;23;"Corinthians";0;38;0;0;0
"9";"Fluminense";"33";"23";"10";"3";"10";"25";"27";"-2";"47.8";2015;23;"Corinthians";0;38;0;0;0
"10";"Sport";"33";"23";"7";"12";"4";"33";"25";"8";"47.8";2015;23;"Corinthians";0;38;0;0;0
"11";"Internacional";"31";"23";"8";"7";"8";"22";"26";"-4";"44.9";2015;23;"Corinthians";0;38;0;0;0
