"Position";"Team";"Points";"Games";"Victories";"Ties";"Losses";"Goals scored";"Goals conceded";"Goal difference";"Performance";"Year";"Round";"Champion";"Champ";"N_round";"First_place";"TP";"TN"
"9";"Corinthians";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2014;1;"Cruzeiro";0;38;0;0;0
"9";"Coritiba";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2014;1;"Cruzeiro";0;38;0;0;0
"9";"Flamengo";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2014;1;"Cruzeiro";0;38;0;0;0
"9";"Goiás";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2014;1;"Cruzeiro";0;38;0;0;0
"15";"Bahia";"0";"1";"0";"0";"1";"1";"2";"-1";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"15";"Criciúma";"0";"1";"0";"0";"1";"1";"2";"-1";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"17";"Grêmio";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"17";"Vitória";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"19";"Botafogo";"0";"1";"0";"0";"1";"0";"3";"-3";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"19";"Figueirense";"0";"1";"0";"0";"1";"0";"3";"-3";"0.0";2014;1;"Cruzeiro";0;38;0;0;0
"1";"Fluminense";"6";"2";"2";"0";"0";"4";"0";"4";"100.0";2014;2;"Cruzeiro";0;38;1;0;0
"2";"São Paulo";"4";"2";"1";"1";"0";"4";"1";"3";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"3";"Corinthians";"4";"2";"1";"1";"0";"2";"0";"2";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"4";"Athletico-PR";"4";"2";"1";"1";"0";"3";"2";"1";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"4";"Cruzeiro";"4";"2";"1";"1";"0";"3";"2";"1";"66.7";2014;2;"Cruzeiro";1;38;0;0;0
"4";"Internacional";"4";"2";"1";"1";"0";"3";"2";"1";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"4";"Sport";"4";"2";"1";"1";"0";"3";"2";"1";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"8";"Goiás";"4";"2";"1";"1";"0";"1";"0";"1";"66.7";2014;2;"Cruzeiro";0;38;0;0;0
"9";"Bahia";"3";"2";"1";"0";"1";"3";"2";"1";"50.0";2014;2;"Cruzeiro";0;38;0;0;0
"10";"Grêmio";"3";"2";"1";"0";"1";"2";"2";"0";"50.0";2014;2;"Cruzeiro";0;38;0;0;0
"10";"Palmeiras";"3";"2";"1";"0";"1";"2";"2";"0";"50.0";2014;2;"Cruzeiro";0;38;0;0;0
"12";"Santos";"2";"2";"0";"2";"0";"1";"1";"0";"33.3";2014;2;"Cruzeiro";0;38;0;0;0
"13";"Coritiba";"2";"2";"0";"2";"0";"0";"0";"0";"33.3";2014;2;"Cruzeiro";0;38;0;0;0
"14";"Vitória";"1";"2";"0";"1";"1";"2";"3";"-1";"16.7";2014;2;"Cruzeiro";0;38;0;0;0
"15";"Atlético-MG";"1";"2";"0";"1";"1";"1";"2";"-1";"16.7";2014;2;"Cruzeiro";0;38;0;0;0
"15";"Chapecoense";"1";"2";"0";"1";"1";"1";"2";"-1";"16.7";2014;2;"Cruzeiro";0;38;0;0;0
"17";"Flamengo";"1";"2";"0";"1";"1";"0";"2";"-2";"16.7";2014;2;"Cruzeiro";0;38;0;0;0
"18";"Botafogo";"1";"2";"0";"1";"1";"2";"5";"-3";"16.7";2014;2;"Cruzeiro";0;38;0;0;0
"19";"Criciúma";"0";"2";"0";"0";"2";"1";"3";"-2";"0.0";2014;2;"Cruzeiro";0;38;0;0;0
"20";"Figueirense";"0";"2";"0";"0";"2";"0";"5";"-5";"0.0";2014;2;"Cruzeiro";0;38;0;0;0
"1";"Corinthians";"7";"3";"2";"1";"0";"3";"0";"3";"77.8";2014;3;"Cruzeiro";0;38;1;0;0
"2";"Cruzeiro";"7";"3";"2";"1";"0";"6";"4";"2";"77.8";2014;3;"Cruzeiro";1;38;0;0;0
"3";"Internacional";"7";"3";"2";"1";"0";"5";"3";"2";"77.8";2014;3;"Cruzeiro";0;38;0;0;0
"4";"Goiás";"7";"3";"2";"1";"0";"2";"0";"2";"77.8";2014;3;"Cruzeiro";0;38;0;0;0
"5";"Fluminense";"6";"3";"2";"0";"1";"5";"2";"3";"66.7";2014;3;"Cruzeiro";0;38;0;0;0
"6";"Bahia";"6";"3";"2";"0";"1";"4";"2";"2";"66.7";2014;3;"Cruzeiro";0;38;0;0;0
"7";"São Paulo";"5";"3";"1";"2";"0";"6";"3";"3";"55.6";2014;3;"Cruzeiro";0;38;0;0;0
"8";"Athletico-PR";"4";"3";"1";"1";"1";"5";"5";"0";"44.4";2014;3;"Cruzeiro";0;38;0;0;0
"9";"Flamengo";"4";"3";"1";"1";"1";"4";"4";"0";"44.4";2014;3;"Cruzeiro";0;38;0;0;0
"9";"Sport";"4";"3";"1";"1";"1";"4";"4";"0";"44.4";2014;3;"Cruzeiro";0;38;0;0;0
"9";"Vitória";"4";"3";"1";"1";"1";"4";"4";"0";"44.4";2014;3;"Cruzeiro";0;38;0;0;0
"12";"Grêmio";"4";"3";"1";"1";"1";"2";"2";"0";"44.4";2014;3;"Cruzeiro";0;38;0;0;0
"13";"Criciúma";"3";"3";"1";"0";"2";"2";"3";"-1";"33.3";2014;3;"Cruzeiro";0;38;0;0;0
"14";"Palmeiras";"3";"3";"1";"0";"2";"4";"6";"-2";"33.3";2014;3;"Cruzeiro";0;38;0;0;0
"15";"Coritiba";"3";"3";"0";"3";"0";"2";"2";"0";"33.3";2014;3;"Cruzeiro";0;38;0;0;0
"16";"Santos";"3";"3";"0";"3";"0";"1";"1";"0";"33.3";2014;3;"Cruzeiro";0;38;0;0;0
"17";"Atlético-MG";"1";"3";"0";"1";"2";"1";"3";"-2";"11.1";2014;3;"Cruzeiro";0;38;0;0;0
"17";"Chapecoense";"1";"3";"0";"1";"2";"1";"3";"-2";"11.1";2014;3;"Cruzeiro";0;38;0;0;0
"19";"Botafogo";"1";"3";"0";"1";"2";"2";"6";"-4";"11.1";2014;3;"Cruzeiro";0;38;0;0;0
"20";"Figueirense";"0";"3";"0";"0";"3";"0";"6";"-6";"0.0";2014;3;"Cruzeiro";0;38;0;0;0
"1";"Internacional";"10";"4";"3";"1";"0";"7";"4";"3";"83.3";2014;4;"Cruzeiro";0;38;1;0;0
"2";"Fluminense";"9";"4";"3";"0";"1";"7";"2";"5";"75.0";2014;4;"Cruzeiro";0;38;0;0;0
"3";"Corinthians";"8";"4";"2";"2";"0";"4";"1";"3";"66.7";2014;4;"Cruzeiro";0;38;0;0;0
"4";"Bahia";"7";"4";"2";"1";"1";"5";"3";"2";"58.3";2014;4;"Cruzeiro";0;38;0;0;0
"5";"Cruzeiro";"7";"4";"2";"1";"1";"7";"6";"1";"58.3";2014;4;"Cruzeiro";1;38;0;0;0
"6";"Sport";"7";"4";"2";"1";"1";"5";"4";"1";"58.3";2014;4;"Cruzeiro";0;38;0;0;0
"7";"Grêmio";"7";"4";"2";"1";"1";"4";"3";"1";"58.3";2014;4;"Cruzeiro";0;38;0;0;0
"8";"Goiás";"7";"4";"2";"1";"1";"2";"2";"0";"58.3";2014;4;"Cruzeiro";0;38;0;0;0
"9";"Palmeiras";"6";"4";"2";"0";"2";"6";"6";"0";"50.0";2014;4;"Cruzeiro";0;38;0;0;0
"10";"São Paulo";"6";"4";"1";"3";"0";"7";"4";"3";"50.0";2014;4;"Cruzeiro";0;38;0;0;0
"11";"Santos";"6";"4";"1";"3";"0";"3";"1";"2";"50.0";2014;4;"Cruzeiro";0;38;0;0;0
"12";"Vitória";"5";"4";"1";"2";"1";"5";"5";"0";"41.7";2014;4;"Cruzeiro";0;38;0;0;0
"13";"Botafogo";"4";"4";"1";"1";"2";"8";"6";"2";"33.3";2014;4;"Cruzeiro";0;38;0;0;0
"14";"Athletico-PR";"4";"4";"1";"1";"2";"6";"7";"-1";"33.3";2014;4;"Cruzeiro";0;38;0;0;0
"15";"Atlético-MG";"4";"4";"1";"1";"2";"3";"4";"-1";"33.3";2014;4;"Cruzeiro";0;38;0;0;0
"16";"Flamengo";"4";"4";"1";"1";"2";"4";"6";"-2";"33.3";2014;4;"Cruzeiro";0;38;0;0;0
"17";"Criciúma";"3";"4";"1";"0";"3";"2";"9";"-7";"25.0";2014;4;"Cruzeiro";0;38;0;0;0
"18";"Coritiba";"3";"4";"0";"3";"1";"2";"3";"-1";"25.0";2014;4;"Cruzeiro";0;38;0;0;0
"19";"Chapecoense";"1";"4";"0";"1";"3";"2";"5";"-3";"8.3";2014;4;"Cruzeiro";0;38;0;0;0
"20";"Figueirense";"0";"4";"0";"0";"4";"0";"8";"-8";"0.0";2014;4;"Cruzeiro";0;38;0;0;0
"1";"Internacional";"11";"5";"3";"2";"0";"7";"4";"3";"73.3";2014;5;"Cruzeiro";0;38;1;0;0
"2";"Cruzeiro";"10";"5";"3";"1";"1";"10";"8";"2";"66.7";2014;5;"Cruzeiro";1;38;0;0;0
"3";"Sport";"10";"5";"3";"1";"1";"6";"4";"2";"66.7";2014;5;"Cruzeiro";0;38;0;0;0
"4";"Grêmio";"10";"5";"3";"1";"1";"5";"3";"2";"66.7";2014;5;"Cruzeiro";0;38;0;0;0
"5";"Goiás";"10";"5";"3";"1";"1";"4";"2";"2";"66.7";2014;5;"Cruzeiro";0;38;0;0;0
"6";"Fluminense";"9";"5";"3";"0";"2";"7";"3";"4";"60.0";2014;5;"Cruzeiro";0;38;0;0;0
"7";"Palmeiras";"9";"5";"3";"0";"2";"7";"6";"1";"60.0";2014;5;"Cruzeiro";0;38;0;0;0
"8";"São Paulo";"9";"5";"2";"3";"0";"9";"4";"5";"60.0";2014;5;"Cruzeiro";0;38;0;0;0
"9";"Corinthians";"8";"5";"2";"2";"1";"4";"2";"2";"53.3";2014;5;"Cruzeiro";0;38;0;0;0
"10";"Bahia";"7";"5";"2";"1";"2";"5";"4";"1";"46.7";2014;5;"Cruzeiro";0;38;0;0;0
"11";"Atlético-MG";"7";"5";"2";"1";"2";"5";"5";"0";"46.7";2014;5;"Cruzeiro";0;38;0;0;0
"12";"Santos";"6";"5";"1";"3";"1";"4";"3";"1";"40.0";2014;5;"Cruzeiro";0;38;0;0;0
"13";"Athletico-PR";"5";"5";"1";"2";"2";"7";"8";"-1";"33.3";2014;5;"Cruzeiro";0;38;0;0;0
"14";"Vitória";"5";"5";"1";"2";"2";"5";"6";"-1";"33.3";2014;5;"Cruzeiro";0;38;0;0;0
"15";"Botafogo";"4";"5";"1";"1";"3";"8";"8";"0";"26.7";2014;5;"Cruzeiro";0;38;0;0;0
"16";"Flamengo";"4";"5";"1";"1";"3";"4";"8";"-4";"26.7";2014;5;"Cruzeiro";0;38;0;0;0
"17";"Criciúma";"4";"5";"1";"1";"3";"2";"9";"-7";"26.7";2014;5;"Cruzeiro";0;38;0;0;0
"18";"Figueirense";"3";"5";"1";"0";"4";"1";"8";"-7";"20.0";2014;5;"Cruzeiro";0;38;0;0;0
"19";"Coritiba";"3";"5";"0";"3";"2";"4";"6";"-2";"20.0";2014;5;"Cruzeiro";0;38;0;0;0
"20";"Chapecoense";"2";"5";"0";"2";"3";"3";"6";"-3";"13.3";2014;5;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"13";"6";"4";"1";"1";"12";"8";"4";"72.2";2014;6;"Cruzeiro";1;38;1;1;1
"2";"Grêmio";"13";"6";"4";"1";"1";"7";"4";"3";"72.2";2014;6;"Cruzeiro";0;38;0;0;0
"3";"Fluminense";"12";"6";"4";"0";"2";"12";"5";"7";"66.7";2014;6;"Cruzeiro";0;38;0;0;0
"4";"Palmeiras";"12";"6";"4";"0";"2";"8";"6";"2";"66.7";2014;6;"Cruzeiro";0;38;0;0;0
"5";"Internacional";"12";"6";"3";"3";"0";"8";"5";"3";"66.7";2014;6;"Cruzeiro";0;38;0;0;0
"6";"Goiás";"11";"6";"3";"2";"1";"6";"4";"2";"61.1";2014;6;"Cruzeiro";0;38;0;0;0
"7";"Atlético-MG";"10";"6";"3";"1";"2";"8";"7";"1";"55.6";2014;6;"Cruzeiro";0;38;0;0;0
"8";"Sport";"10";"6";"3";"1";"2";"6";"6";"0";"55.6";2014;6;"Cruzeiro";0;38;0;0;0
"9";"São Paulo";"9";"6";"2";"3";"1";"11";"9";"2";"50.0";2014;6;"Cruzeiro";0;38;0;0;0
"10";"Corinthians";"9";"6";"2";"3";"1";"5";"3";"2";"50.0";2014;6;"Cruzeiro";0;38;0;0;0
"11";"Bahia";"8";"6";"2";"2";"2";"6";"5";"1";"44.4";2014;6;"Cruzeiro";0;38;0;0;0
"12";"Criciúma";"7";"6";"2";"1";"3";"3";"9";"-6";"38.9";2014;6;"Cruzeiro";0;38;0;0;0
"13";"Santos";"7";"6";"1";"4";"1";"6";"5";"1";"38.9";2014;6;"Cruzeiro";0;38;0;0;0
"14";"Athletico-PR";"6";"6";"1";"3";"2";"8";"9";"-1";"33.3";2014;6;"Cruzeiro";0;38;0;0;0
"15";"Vitória";"5";"6";"1";"2";"3";"7";"9";"-2";"27.8";2014;6;"Cruzeiro";0;38;0;0;0
"16";"Flamengo";"5";"6";"1";"2";"3";"5";"9";"-4";"27.8";2014;6;"Cruzeiro";0;38;0;0;0
"17";"Botafogo";"4";"6";"1";"1";"4";"9";"10";"-1";"22.2";2014;6;"Cruzeiro";0;38;0;0;0
"18";"Coritiba";"4";"6";"0";"4";"2";"5";"7";"-2";"22.2";2014;6;"Cruzeiro";0;38;0;0;0
"19";"Figueirense";"3";"6";"1";"0";"5";"1";"9";"-8";"16.7";2014;6;"Cruzeiro";0;38;0;0;0
"20";"Chapecoense";"2";"6";"0";"2";"4";"3";"7";"-4";"11.1";2014;6;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"16";"7";"5";"1";"1";"15";"9";"6";"76.2";2014;7;"Cruzeiro";1;38;1;1;1
"2";"Fluminense";"15";"7";"5";"0";"2";"13";"5";"8";"71.4";2014;7;"Cruzeiro";0;38;0;0;0
"3";"Goiás";"14";"7";"4";"2";"1";"7";"4";"3";"66.7";2014;7;"Cruzeiro";0;38;0;0;0
"4";"Grêmio";"13";"7";"4";"1";"2";"7";"5";"2";"61.9";2014;7;"Cruzeiro";0;38;0;0;0
"5";"Palmeiras";"12";"7";"4";"0";"3";"8";"8";"0";"57.1";2014;7;"Cruzeiro";0;38;0;0;0
"6";"Corinthians";"12";"7";"3";"3";"1";"9";"4";"5";"57.1";2014;7;"Cruzeiro";0;38;0;0;0
"7";"São Paulo";"12";"7";"3";"3";"1";"12";"9";"3";"57.1";2014;7;"Cruzeiro";0;38;0;0;0
"8";"Internacional";"12";"7";"3";"3";"1";"9";"8";"1";"57.1";2014;7;"Cruzeiro";0;38;0;0;0
"9";"Atlético-MG";"11";"7";"3";"2";"2";"8";"7";"1";"52.4";2014;7;"Cruzeiro";0;38;0;0;0
"10";"Sport";"10";"7";"3";"1";"3";"7";"10";"-3";"47.6";2014;7;"Cruzeiro";0;38;0;0;0
"11";"Athletico-PR";"9";"7";"2";"3";"2";"10";"9";"1";"42.9";2014;7;"Cruzeiro";0;38;0;0;0
"12";"Bahia";"8";"7";"2";"2";"3";"6";"6";"0";"38.1";2014;7;"Cruzeiro";0;38;0;0;0
"13";"Criciúma";"8";"7";"2";"2";"3";"3";"9";"-6";"38.1";2014;7;"Cruzeiro";0;38;0;0;0
"14";"Santos";"8";"7";"1";"5";"1";"6";"5";"1";"38.1";2014;7;"Cruzeiro";0;38;0;0;0
"15";"Vitória";"6";"7";"1";"3";"3";"8";"10";"-2";"28.6";2014;7;"Cruzeiro";0;38;0;0;0
"16";"Flamengo";"6";"7";"1";"3";"3";"5";"9";"-4";"28.6";2014;7;"Cruzeiro";0;38;0;0;0
"17";"Botafogo";"5";"7";"1";"2";"4";"10";"11";"-1";"23.8";2014;7;"Cruzeiro";0;38;0;0;0
"18";"Chapecoense";"5";"7";"1";"2";"4";"5";"7";"-2";"23.8";2014;7;"Cruzeiro";0;38;0;0;0
"19";"Coritiba";"4";"7";"0";"4";"3";"5";"9";"-4";"19.0";2014;7;"Cruzeiro";0;38;0;0;0
"20";"Figueirense";"3";"7";"1";"0";"6";"1";"10";"-9";"14.3";2014;7;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"16";"8";"5";"1";"2";"15";"10";"5";"66.7";2014;8;"Cruzeiro";1;38;1;1;1
"2";"Fluminense";"15";"8";"5";"0";"3";"13";"7";"6";"62.5";2014;8;"Cruzeiro";0;38;0;0;0
"3";"Corinthians";"15";"8";"4";"3";"1";"10";"4";"6";"62.5";2014;8;"Cruzeiro";0;38;0;0;0
"4";"Internacional";"15";"8";"4";"3";"1";"11";"8";"3";"62.5";2014;8;"Cruzeiro";0;38;0;0;0
"5";"Goiás";"15";"8";"4";"3";"1";"7";"4";"3";"62.5";2014;8;"Cruzeiro";0;38;0;0;0
"6";"Atlético-MG";"14";"8";"4";"2";"2";"10";"7";"3";"58.3";2014;8;"Cruzeiro";0;38;0;0;0
"7";"Grêmio";"14";"8";"4";"2";"2";"7";"5";"2";"58.3";2014;8;"Cruzeiro";0;38;0;0;0
"8";"São Paulo";"13";"8";"3";"4";"1";"14";"11";"3";"54.2";2014;8;"Cruzeiro";0;38;0;0;0
"9";"Palmeiras";"12";"8";"4";"0";"4";"8";"10";"-2";"50.0";2014;8;"Cruzeiro";0;38;0;0;0
"10";"Sport";"11";"8";"3";"2";"3";"7";"10";"-3";"45.8";2014;8;"Cruzeiro";0;38;0;0;0
"11";"Criciúma";"11";"8";"3";"2";"3";"4";"9";"-5";"45.8";2014;8;"Cruzeiro";0;38;0;0;0
"12";"Santos";"11";"8";"2";"5";"1";"8";"5";"3";"45.8";2014;8;"Cruzeiro";0;38;0;0;0
"13";"Athletico-PR";"10";"8";"2";"4";"2";"12";"11";"1";"41.7";2014;8;"Cruzeiro";0;38;0;0;0
"14";"Botafogo";"8";"8";"2";"2";"4";"12";"11";"1";"33.3";2014;8;"Cruzeiro";0;38;0;0;0
"15";"Bahia";"8";"8";"2";"2";"4";"6";"8";"-2";"33.3";2014;8;"Cruzeiro";0;38;0;0;0
"16";"Vitória";"7";"8";"1";"4";"3";"8";"10";"-2";"29.2";2014;8;"Cruzeiro";0;38;0;0;0
"17";"Flamengo";"7";"8";"1";"4";"3";"6";"10";"-4";"29.2";2014;8;"Cruzeiro";0;38;0;0;0
"18";"Chapecoense";"5";"8";"1";"2";"5";"5";"9";"-4";"20.8";2014;8;"Cruzeiro";0;38;0;0;0
"19";"Figueirense";"4";"8";"1";"1";"6";"2";"11";"-9";"16.7";2014;8;"Cruzeiro";0;38;0;0;0
"20";"Coritiba";"4";"8";"0";"4";"4";"5";"10";"-5";"16.7";2014;8;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"19";"9";"6";"1";"2";"18";"10";"8";"70.4";2014;9;"Cruzeiro";1;38;1;1;1
"2";"Fluminense";"16";"9";"5";"1";"3";"14";"8";"6";"59.3";2014;9;"Cruzeiro";0;38;0;0;0
"3";"Corinthians";"16";"9";"4";"4";"1";"11";"5";"6";"59.3";2014;9;"Cruzeiro";0;38;0;0;0
"4";"São Paulo";"16";"9";"4";"4";"1";"16";"12";"4";"59.3";2014;9;"Cruzeiro";0;38;0;0;0
"5";"Internacional";"16";"9";"4";"4";"1";"12";"9";"3";"59.3";2014;9;"Cruzeiro";0;38;0;0;0
"6";"Grêmio";"15";"9";"4";"3";"2";"7";"5";"2";"55.6";2014;9;"Cruzeiro";0;38;0;0;0
"7";"Goiás";"15";"9";"4";"3";"2";"7";"7";"0";"55.6";2014;9;"Cruzeiro";0;38;0;0;0
"8";"Atlético-MG";"14";"9";"4";"2";"3";"11";"9";"2";"51.9";2014;9;"Cruzeiro";0;38;0;0;0
"9";"Sport";"14";"9";"4";"2";"3";"8";"10";"-2";"51.9";2014;9;"Cruzeiro";0;38;0;0;0
"10";"Santos";"14";"9";"3";"5";"1";"10";"5";"5";"51.9";2014;9;"Cruzeiro";0;38;0;0;0
"11";"Palmeiras";"13";"9";"4";"1";"4";"8";"10";"-2";"48.1";2014;9;"Cruzeiro";0;38;0;0;0
"12";"Athletico-PR";"13";"9";"3";"4";"2";"15";"12";"3";"48.1";2014;9;"Cruzeiro";0;38;0;0;0
"13";"Criciúma";"11";"9";"3";"2";"4";"4";"11";"-7";"40.7";2014;9;"Cruzeiro";0;38;0;0;0
"14";"Botafogo";"9";"9";"2";"3";"4";"13";"12";"1";"33.3";2014;9;"Cruzeiro";0;38;0;0;0
"15";"Chapecoense";"8";"9";"2";"2";"5";"7";"10";"-3";"29.6";2014;9;"Cruzeiro";0;38;0;0;0
"16";"Bahia";"8";"9";"2";"2";"5";"7";"10";"-3";"29.6";2014;9;"Cruzeiro";0;38;0;0;0
"17";"Coritiba";"7";"9";"1";"4";"4";"8";"10";"-2";"25.9";2014;9;"Cruzeiro";0;38;0;0;0
"18";"Vitória";"7";"9";"1";"4";"4";"8";"11";"-3";"25.9";2014;9;"Cruzeiro";0;38;0;0;0
"19";"Flamengo";"7";"9";"1";"4";"4";"6";"13";"-7";"25.9";2014;9;"Cruzeiro";0;38;0;0;0
"20";"Figueirense";"4";"9";"1";"1";"7";"3";"14";"-11";"14.8";2014;9;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"22";"10";"7";"1";"2";"21";"11";"10";"73.3";2014;10;"Cruzeiro";1;38;1;1;1
"2";"Corinthians";"19";"10";"5";"4";"1";"13";"6";"7";"63.3";2014;10;"Cruzeiro";0;38;0;0;0
"3";"São Paulo";"19";"10";"5";"4";"1";"18";"12";"6";"63.3";2014;10;"Cruzeiro";0;38;0;0;0
"4";"Sport";"17";"10";"5";"2";"3";"9";"10";"-1";"56.7";2014;10;"Cruzeiro";0;38;0;0;0
"5";"Santos";"17";"10";"4";"5";"1";"12";"5";"7";"56.7";2014;10;"Cruzeiro";0;38;0;0;0
"6";"Fluminense";"16";"10";"5";"1";"4";"16";"11";"5";"53.3";2014;10;"Cruzeiro";0;38;0;0;0
"7";"Athletico-PR";"16";"10";"4";"4";"2";"17";"13";"4";"53.3";2014;10;"Cruzeiro";0;38;0;0;0
"8";"Internacional";"16";"10";"4";"4";"2";"13";"11";"2";"53.3";2014;10;"Cruzeiro";0;38;0;0;0
"9";"Grêmio";"16";"10";"4";"4";"2";"7";"5";"2";"53.3";2014;10;"Cruzeiro";0;38;0;0;0
"10";"Goiás";"16";"10";"4";"4";"2";"7";"7";"0";"53.3";2014;10;"Cruzeiro";0;38;0;0;0
"11";"Atlético-MG";"15";"10";"4";"3";"3";"12";"10";"2";"50.0";2014;10;"Cruzeiro";0;38;0;0;0
"12";"Criciúma";"14";"10";"4";"2";"4";"7";"13";"-6";"46.7";2014;10;"Cruzeiro";0;38;0;0;0
"13";"Palmeiras";"13";"10";"4";"1";"5";"8";"12";"-4";"43.3";2014;10;"Cruzeiro";0;38;0;0;0
"14";"Botafogo";"9";"10";"2";"3";"5";"13";"13";"0";"30.0";2014;10;"Cruzeiro";0;38;0;0;0
"15";"Chapecoense";"9";"10";"2";"3";"5";"8";"11";"-3";"30.0";2014;10;"Cruzeiro";0;38;0;0;0
"16";"Bahia";"8";"10";"2";"2";"6";"7";"12";"-5";"26.7";2014;10;"Cruzeiro";0;38;0;0;0
"17";"Figueirense";"7";"10";"2";"1";"7";"5";"14";"-9";"23.3";2014;10;"Cruzeiro";0;38;0;0;0
"18";"Coritiba";"7";"10";"1";"4";"5";"8";"12";"-4";"23.3";2014;10;"Cruzeiro";0;38;0;0;0
"19";"Vitória";"7";"10";"1";"4";"5";"9";"14";"-5";"23.3";2014;10;"Cruzeiro";0;38;0;0;0
"20";"Flamengo";"7";"10";"1";"4";"5";"7";"15";"-8";"23.3";2014;10;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"25";"11";"8";"1";"2";"23";"12";"11";"75.8";2014;11;"Cruzeiro";1;38;1;1;1
"2";"Corinthians";"20";"11";"5";"5";"1";"13";"6";"7";"60.6";2014;11;"Cruzeiro";0;38;0;0;0
"3";"Fluminense";"19";"11";"6";"1";"4";"17";"11";"6";"57.6";2014;11;"Cruzeiro";0;38;0;0;0
"4";"Athletico-PR";"19";"11";"5";"4";"2";"19";"13";"6";"57.6";2014;11;"Cruzeiro";0;38;0;0;0
"5";"Internacional";"19";"11";"5";"4";"2";"17";"11";"6";"57.6";2014;11;"Cruzeiro";0;38;0;0;0
"6";"São Paulo";"19";"11";"5";"4";"2";"18";"13";"5";"57.6";2014;11;"Cruzeiro";0;38;0;0;0
"7";"Grêmio";"19";"11";"5";"4";"2";"8";"5";"3";"57.6";2014;11;"Cruzeiro";0;38;0;0;0
"8";"Sport";"18";"11";"5";"3";"3";"9";"10";"-1";"54.5";2014;11;"Cruzeiro";0;38;0;0;0
"9";"Santos";"17";"11";"4";"5";"2";"12";"6";"6";"51.5";2014;11;"Cruzeiro";0;38;0;0;0
"10";"Goiás";"17";"11";"4";"5";"2";"7";"7";"0";"51.5";2014;11;"Cruzeiro";0;38;0;0;0
"11";"Atlético-MG";"16";"11";"4";"4";"3";"13";"11";"2";"48.5";2014;11;"Cruzeiro";0;38;0;0;0
"12";"Criciúma";"14";"11";"4";"2";"5";"7";"15";"-8";"42.4";2014;11;"Cruzeiro";0;38;0;0;0
"13";"Palmeiras";"13";"11";"4";"1";"6";"9";"14";"-5";"39.4";2014;11;"Cruzeiro";0;38;0;0;0
"14";"Botafogo";"12";"11";"3";"3";"5";"14";"13";"1";"36.4";2014;11;"Cruzeiro";0;38;0;0;0
"15";"Chapecoense";"12";"11";"3";"3";"5";"9";"11";"-2";"36.4";2014;11;"Cruzeiro";0;38;0;0;0
"16";"Bahia";"9";"11";"2";"3";"6";"8";"13";"-5";"27.3";2014;11;"Cruzeiro";0;38;0;0;0
"17";"Vitória";"8";"11";"1";"5";"5";"9";"14";"-5";"24.2";2014;11;"Cruzeiro";0;38;0;0;0
"18";"Figueirense";"7";"11";"2";"1";"8";"5";"15";"-10";"21.2";2014;11;"Cruzeiro";0;38;0;0;0
"19";"Coritiba";"7";"11";"1";"4";"6";"8";"13";"-5";"21.2";2014;11;"Cruzeiro";0;38;0;0;0
"20";"Flamengo";"7";"11";"1";"4";"6";"7";"19";"-12";"21.2";2014;11;"Cruzeiro";0;38;0;0;0
"1";"Cruzeiro";"28";"12";"9";"1";"2";"28";"12";"16";"77.8";2014;12;"Cruzeiro";1;38;1;1;1
"2";"Corinthians";"23";"12";"6";"5";"1";"15";"6";"9";"63.9";2014;12;"Cruzeiro";0;38;0;0;0
"3";"Fluminense";"22";"12";"7";"1";"4";"20";"11";"9";"61.1";2014;12;"Cruzeiro";0;38;0;0;0
"4";"Internacional";"22";"12";"6";"4";"2";"18";"11";"7";"61.1";2014;12;"Cruzeiro";0;38;0;0;0
"5";"Sport";"21";"12";"6";"3";"3";"11";"11";"0";"58.3";2014;12;"Cruzeiro";0;38;0;0;0
"6";"Santos";"20";"12";"5";"5";"2";"15";"6";"9";"55.6";2014;12;"Cruzeiro";0;38;0;0;0
"7";"Goiás";"20";"12";"5";"5";"2";"9";"8";"1";"55.6";2014;12;"Cruzeiro";0;38;0;0;0
"8";"São Paulo";"19";"12";"5";"4";"3";"19";"15";"4";"52.8";2014;12;"Cruzeiro";0;38;0;0;0
"9";"Athletico-PR";"19";"12";"5";"4";"3";"19";"16";"3";"52.8";2014;12;"Cruzeiro";0;38;0;0;0
